incident_id,threat_id,asset_id,employee_id,detection_time,status,time_to_resolve_hours,data_breached_gb,financial_impact_k
1276,3,43,7,2025-01-22 03:18:19.560393,Resolved,704,54.55,1037.85
1277,1,41,1,2022-05-28 05:06:26.560393,Resolved,19,0.0,28.57
1278,2,33,1,2023-12-22 10:14:07.560393,Resolved,168,0.0,53.82
1279,2,44,1,2023-04-07 08:34:47.560393,Resolved,13,0.0,28.77
1280,1,14,7,2024-01-03 09:08:53.560393,Resolved,37,0.0,12.05
1281,3,30,6,2021-12-16 01:52:47.560393,Resolved,44,0.0,76.88
1282,5,24,13,2021-06-24 21:00:08.560393,Resolved,53,70.83,807.76
1283,2,42,11,2025-03-08 14:10:38.560393,Resolved,12,0.0,49.02
1284,5,21,9,2022-02-09 15:39:10.560393,Resolved,98,36.65,930.62
1285,1,16,11,2021-04-19 04:21:57.560393,Resolved,216,0.0,12.2
1286,5,10,1,2024-12-14 15:59:39.560393,Resolved,118,11.22,291.26
1287,1,23,9,2021-04-16 22:26:14.560393,Investigating,26,0.0,19.32
1288,1,4,2,2024-04-20 04:16:05.560393,Resolved,11,0.0,10.63
1289,5,9,5,2023-07-03 10:21:44.560393,Closed,4,13.34,162.09
1290,3,45,7,2021-09-27 15:48:11.560393,Resolved,19,80.2,758.26
1291,2,4,1,2022-01-13 17:51:57.560393,Resolved,940,0.0,56.0
1292,1,40,7,2024-10-30 12:57:03.560393,Resolved,18,0.0,10.07
1293,5,32,10,2023-09-26 02:06:34.560393,Closed,187,16.6,302.31
1294,2,2,7,2023-07-25 22:07:21.560393,Resolved,23,0.0,83.02
1295,5,20,3,2022-11-15 12:20:28.560393,Resolved,48,13.15,186.11
1296,1,11,10,2024-06-01 16:07:44.560393,Resolved,15,0.0,8.0
1297,1,50,7,2022-05-28 04:37:55.560393,Resolved,24,5.99,99.55
1298,1,27,1,2022-01-22 02:52:27.560393,Closed,82,4.12,123.48
1299,2,32,6,2024-10-26 00:41:10.560393,Resolved,32,0.0,43.52
1300,1,19,6,2025-05-13 20:52:05.560393,Closed,31,13.95,124.36
1301,1,8,5,2023-03-27 03:09:49.560393,Closed,20,24.74,409.63
1302,1,30,13,2022-02-13 17:37:35.560393,Resolved,30,0.0,10.24
1303,2,8,12,2021-08-26 09:39:16.560393,Resolved,137,70.07,1941.64
1304,1,39,8,2024-08-24 10:42:51.560393,Resolved,23,0.0,26.31
1305,3,32,10,2024-07-13 02:52:14.560393,Resolved,84,0.0,32.11
1306,1,45,9,2021-09-30 07:55:57.560393,Closed,84,88.5,1326.67
1307,1,42,5,2025-05-01 17:27:51.560393,Resolved,24,0.0,8.8
1308,1,32,1,2021-01-27 03:07:28.560393,Resolved,11,0.0,23.27
1309,1,23,8,2025-04-03 00:29:28.560393,Resolved,33,0.0,15.47
1310,4,9,9,2020-11-03 05:09:01.560393,Resolved,18,4.87,99.84
1311,1,34,6,2021-10-27 12:46:03.560393,Resolved,55,0.0,8.11
1312,2,47,13,2025-04-01 18:33:48.560393,Closed,144,3.58,142.59
1313,2,21,8,2021-12-27 00:23:54.560393,Resolved,129,0.0,60.6
1314,1,40,7,2023-03-14 12:51:38.560393,Resolved,12,0.0,14.42
1315,3,40,2,2025-06-03 22:37:20.560393,Investigating,161,20.53,570.75
1316,1,50,7,2021-08-17 23:46:32.560393,Resolved,30,0.0,7.63
1317,5,16,3,2024-07-25 02:56:08.560393,Investigating,354,0.0,27.81
1318,1,49,6,2024-06-16 01:17:20.560393,Resolved,13,0.0,13.25
1319,2,26,8,2021-01-30 08:54:39.560393,Resolved,358,91.38,1011.11
1320,1,15,1,2023-04-27 09:49:37.560393,Resolved,35,11.7,191.93
1321,1,27,8,2023-08-10 03:16:08.560393,Resolved,31,0.0,3.98
1322,1,34,6,2023-11-06 06:48:46.560393,Resolved,46,9.64,496.49
1323,2,46,13,2022-11-17 05:26:57.560393,Resolved,33,0.0,39.6
1324,2,49,10,2023-07-23 06:06:22.560393,Resolved,969,11.53,177.3
1325,2,5,1,2024-05-07 14:49:54.560393,Resolved,17,0.0,55.07
1326,2,9,6,2024-03-15 07:01:31.560393,Resolved,12,10.99,226.18
1327,2,1,1,2021-11-19 01:43:32.560393,Resolved,16,0.0,41.49
1328,1,43,1,2025-06-09 17:09:12.560393,Resolved,330,0.0,12.4
1329,1,20,2,2023-11-23 10:35:53.560393,Closed,425,0.0,12.07
1330,2,47,7,2025-06-04 16:38:30.560393,Resolved,36,0.0,20.15
1331,1,46,13,2021-05-06 16:29:54.560393,Resolved,19,24.79,537.18
1332,3,24,5,2021-04-05 01:45:09.560393,Resolved,158,27.08,490.02
1333,1,13,6,2020-11-04 09:22:02.560393,Resolved,32,0.0,32.86
1334,2,44,5,2023-01-16 05:39:29.560393,Closed,62,0.0,18.67
1335,1,2,6,2024-08-24 15:24:12.560393,Resolved,9,0.0,8.58
1336,5,7,9,2024-12-06 04:11:01.560393,Resolved,646,5.2,201.66
1337,2,21,8,2021-08-30 12:49:33.560393,Resolved,12,15.3,617.39
1338,2,39,1,2023-02-07 03:37:07.560393,Closed,205,6.1,133.27
1339,2,46,9,2021-12-12 16:13:43.560393,Resolved,209,0.0,18.43
1340,1,49,14,2024-07-09 20:43:55.560393,Resolved,156,6.22,328.17
1341,1,45,15,2025-08-04 22:39:53.560393,Resolved,55,0.0,25.47
1342,2,39,13,2022-05-10 05:42:51.560393,Closed,142,0.0,27.45
1343,2,14,1,2025-08-01 09:23:59.560393,Resolved,45,2.22,48.91
1344,4,31,8,2023-11-12 09:20:38.560393,Resolved,86,55.02,1233.83
1345,5,15,9,2025-08-05 14:43:48.560393,Resolved,327,0.0,27.33
1346,2,13,12,2022-11-30 02:45:59.560393,Resolved,99,77.46,2249.29
1347,3,47,9,2024-06-01 22:57:56.560393,Closed,1317,7.17,81.33
1348,4,28,14,2022-06-28 23:52:35.560393,Closed,67,0.0,21.48
1349,1,26,11,2021-03-09 22:47:17.560393,Resolved,66,0.0,14.83
1350,5,32,1,2025-07-13 12:36:53.560393,Resolved,4566,172.63,3360.63
1351,3,16,11,2022-06-27 03:50:28.560393,Resolved,1343,52.29,1094.48
1352,5,21,12,2022-10-26 07:50:12.560393,Resolved,137,19.31,621.8
1353,2,49,8,2023-05-24 15:34:55.560393,Resolved,123,8.31,218.82
1354,1,27,6,2023-10-27 08:05:29.560393,Resolved,22,1.63,32.28
1355,1,16,1,2023-01-14 23:26:13.560393,Resolved,44,5.17,124.4
1356,2,26,1,2024-04-10 09:24:01.560393,Resolved,450,80.98,971.0
1357,1,47,6,2022-01-24 22:56:32.560393,Resolved,17,0.0,24.12
1358,5,39,1,2025-05-25 21:32:44.560393,Resolved,28,68.55,1078.84
1359,3,9,11,2024-04-07 23:56:18.560393,Resolved,199,7.88,230.67
1360,1,11,5,2025-04-28 15:29:06.560393,Closed,53,1.67,40.33
1361,3,49,11,2024-05-23 22:48:17.560393,Resolved,43,0.0,55.97
1362,1,2,7,2022-04-14 21:20:15.560393,Resolved,20,30.78,588.53
1363,5,43,8,2021-11-11 10:51:26.560393,Resolved,476,0.0,31.26
1364,2,44,3,2021-12-10 07:44:02.560393,Resolved,28,0.0,36.67
1365,2,1,15,2023-05-08 00:21:46.560393,Resolved,18,8.2,291.24
1366,2,19,4,2021-11-11 09:32:22.560393,Resolved,42,0.0,27.36
1367,5,13,14,2022-03-17 02:46:12.560393,Resolved,230,75.53,2739.96
1368,2,21,9,2023-06-12 16:44:20.560393,Investigating,686,38.91,404.86
1369,2,28,9,2022-10-30 08:04:34.560393,Resolved,100,0.0,18.71
1370,2,44,6,2025-08-03 02:04:56.560393,Resolved,94,0.0,23.3
1371,1,7,13,2025-03-10 00:19:15.560393,Resolved,49,0.0,14.21
1372,4,3,6,2020-12-11 01:17:37.560393,Resolved,138,12.54,311.71
1373,5,50,1,2023-10-25 17:40:28.560393,Resolved,17,122.62,2302.36
1374,2,26,6,2025-03-07 23:51:36.560393,Resolved,17,0.0,29.62
1375,5,38,8,2022-11-07 06:26:40.560393,Resolved,101,19.26,696.47
1376,5,9,3,2022-03-19 09:05:21.560393,Resolved,324,5.92,84.54
1377,1,44,9,2020-11-03 18:53:53.560393,Closed,111,2.06,32.67
1378,2,25,7,2020-12-06 13:00:37.560393,Resolved,59,5.4,80.3
1379,2,41,9,2022-11-27 22:56:50.560393,Closed,136,15.26,203.68
1380,1,50,13,2024-08-10 00:09:07.560393,Resolved,99,0.0,14.43
1381,1,13,6,2023-02-10 21:22:12.560393,Investigating,12,7.67,83.82
1382,2,20,2,2024-11-28 14:06:58.560393,Closed,52,0.0,24.12
1383,1,48,2,2024-09-18 00:26:47.560393,Resolved,27,0.0,15.48
1384,5,10,1,2024-11-07 16:11:34.560393,Resolved,64,0.0,25.56
1385,1,3,11,2025-07-02 09:44:46.560393,Resolved,19,18.66,314.79
1386,3,23,6,2025-02-27 16:49:40.560393,Resolved,211,60.29,1210.21
1387,2,13,3,2021-12-11 12:17:34.560393,Resolved,150,0.0,78.28
1388,1,13,2,2023-11-25 00:25:26.560393,Resolved,34,0.0,23.69
1389,3,13,9,2025-03-02 16:46:39.560393,Closed,123,0.0,68.15
1390,4,36,7,2023-05-23 17:05:21.560393,Resolved,67,43.28,1381.33
1391,1,21,1,2021-04-26 01:50:34.560393,Closed,23,5.97,93.98
1392,5,32,14,2024-12-12 17:15:21.560393,Closed,70,0.0,51.44
1393,4,29,9,2021-01-23 16:23:49.560393,Closed,4429,0.0,48.48
1394,3,33,3,2023-06-09 09:58:15.560393,Resolved,648,14.36,129.63
1395,1,46,2,2021-01-16 19:18:47.560393,Resolved,21,11.18,739.33
1396,1,38,9,2023-12-07 02:02:30.560393,Resolved,8,14.45,207.21
1397,1,4,11,2020-12-17 10:23:24.560393,Resolved,54,4.17,54.07
1398,1,11,14,2023-01-28 16:42:33.560393,Resolved,27,0.0,10.67
1399,1,38,9,2023-12-05 00:37:13.560393,Resolved,231,0.0,18.75
1400,1,45,8,2021-06-10 18:42:12.560393,Investigating,58,0.0,9.24
1401,1,34,6,2022-08-18 17:11:47.560393,Resolved,17,0.0,18.92
1402,1,4,10,2023-01-16 23:17:56.560393,Closed,30,3.67,142.88
1403,4,19,14,2024-04-11 07:45:49.560393,Resolved,53,0.0,46.56
1404,1,40,11,2024-02-26 20:11:41.560393,Resolved,9,0.0,10.95
1405,2,4,6,2024-08-17 00:10:46.560393,Resolved,26,4.97,61.96
1406,1,33,12,2022-04-22 15:37:07.560393,Closed,44,0.0,20.77
1407,2,25,11,2024-06-07 01:46:01.560393,Resolved,553,7.0,253.43
1408,1,39,14,2023-10-04 07:54:33.560393,Resolved,12,0.0,5.9
1409,1,38,1,2021-01-24 00:23:04.560393,Closed,16,7.18,379.65
1410,1,14,7,2025-06-06 01:03:00.560393,Closed,39,0.0,16.37
1411,2,7,12,2022-10-11 19:59:53.560393,Resolved,15,2.43,108.48
1412,4,6,2,2022-08-28 23:54:11.560393,Resolved,124,127.66,1744.5
1413,1,19,3,2025-06-01 17:15:06.560393,Resolved,19,0.0,10.56
1414,1,20,9,2023-08-06 11:49:37.560393,Resolved,6,0.0,17.33
1415,2,10,7,2020-11-22 12:20:03.560393,Resolved,232,0.0,29.21
1416,5,44,13,2021-03-07 17:43:49.560393,Resolved,187,7.57,148.75
1417,1,5,14,2022-12-13 06:01:09.560393,Resolved,18,0.0,15.76
1418,1,46,2,2022-04-18 19:43:28.560393,Resolved,32,11.11,190.17
1419,3,18,10,2024-07-25 12:54:43.560393,Investigating,67,76.84,1449.19
1420,1,13,10,2022-08-27 03:33:02.560393,Resolved,108,0.0,14.77
1421,4,11,14,2025-05-01 11:42:53.560393,Resolved,189,0.0,52.35
1422,5,25,5,2025-01-17 10:21:47.560393,Resolved,1184,6.03,392.25
1423,2,9,8,2021-06-21 17:13:34.560393,Resolved,241,3.46,108.36
1424,3,38,11,2021-04-24 10:08:46.560393,Closed,103,0.0,67.23
1425,3,32,6,2023-08-17 20:19:05.560393,Investigating,223,25.47,598.8
1426,1,42,5,2023-02-21 18:59:07.560393,Resolved,14,10.15,201.82
1427,2,7,8,2021-03-23 03:48:32.560393,Resolved,1162,0.0,24.33
1428,2,17,7,2021-04-19 15:15:39.560393,Resolved,112,0.0,106.59
1429,1,26,7,2023-12-15 21:07:49.560393,Resolved,42,0.0,19.06
1430,5,16,14,2022-11-18 00:02:33.560393,Resolved,51,0.0,15.92
1431,2,11,13,2023-12-23 18:10:11.560393,Resolved,34,0.0,20.94
1432,1,23,9,2024-11-01 11:41:11.560393,Resolved,12,7.7,137.54
1433,2,44,8,2022-08-26 20:34:52.560393,Resolved,78,0.0,32.96
1434,3,28,10,2024-01-13 11:28:59.560393,Resolved,10,1.02,56.52
1435,1,28,3,2024-11-06 01:03:39.560393,Resolved,57,0.0,20.53
1436,1,50,10,2023-04-01 18:44:57.560393,Resolved,39,0.0,29.92
1437,1,48,4,2023-09-27 14:56:16.560393,Resolved,32,0.33,30.52
1438,1,39,6,2025-05-05 02:56:39.560393,Resolved,20,0.0,12.8
1439,3,29,3,2025-05-17 23:17:55.560393,Closed,2,11.98,363.96
1440,2,30,4,2022-06-04 08:42:11.560393,Resolved,129,0.0,17.54
1441,1,17,14,2022-03-22 20:13:11.560393,Closed,17,0.0,8.91
1442,1,50,1,2023-01-21 17:05:48.560393,Resolved,25,8.81,247.01
1443,2,19,9,2023-10-09 02:55:16.560393,Resolved,167,16.3,266.81
1444,1,37,7,2020-10-07 01:15:59.560393,Investigating,3,0.0,18.21
1445,2,26,3,2021-12-06 20:57:39.560393,Resolved,100,0.0,19.38
1446,1,44,2,2024-05-18 23:46:17.560393,Resolved,80,0.0,16.62
1447,2,34,7,2025-06-23 15:14:42.560393,Resolved,29,0.0,22.22
1448,2,10,8,2021-02-21 18:56:34.560393,Resolved,210,0.0,15.15
1449,2,25,3,2020-08-12 20:30:54.560393,Investigating,20,0.0,38.11
1450,1,49,7,2022-07-18 21:08:45.560393,Closed,14,0.0,29.6
1451,3,2,15,2021-06-15 14:13:03.560393,Resolved,59,34.72,473.61
1452,1,30,8,2020-10-10 14:55:31.560393,Closed,60,0.0,8.98
1453,1,10,3,2022-04-08 16:01:56.560393,Resolved,50,0.0,32.71
1454,2,38,1,2020-10-29 08:04:56.560393,Resolved,64,0.0,47.85
1455,5,6,10,2025-03-07 09:10:45.560393,Resolved,75,218.68,2475.42
1456,1,6,9,2023-02-26 17:42:39.560393,Resolved,45,12.05,230.19
1457,2,42,8,2023-04-07 20:05:54.560393,Resolved,14,0.0,37.44
1458,2,44,9,2025-08-02 00:03:34.560393,Resolved,13,0.0,72.38
1459,1,10,2,2024-01-16 01:48:41.560393,Closed,44,0.0,17.28
1460,1,31,14,2024-11-11 05:18:29.560393,Resolved,39,0.0,14.53
1461,2,11,2,2023-06-11 19:55:33.560393,Resolved,482,0.0,38.99
1462,5,7,6,2023-07-01 13:32:51.560393,Resolved,193,0.0,127.8
1463,1,39,13,2025-01-26 02:04:20.560393,Resolved,12,0.0,14.19
1464,1,23,2,2025-07-09 10:13:05.560393,Resolved,14,0.0,20.34
1465,1,1,2,2021-08-30 08:21:32.560393,Resolved,65,0.0,23.33
1466,1,38,6,2023-04-06 04:32:12.560393,Closed,9,0.0,16.38
1467,2,50,8,2024-05-21 00:19:57.560393,Resolved,47,0.0,79.71
1468,1,27,7,2023-05-30 13:46:07.560393,Resolved,63,0.0,17.13
1469,1,15,9,2023-05-21 02:31:00.560393,Resolved,12,0.0,13.2
1470,2,21,15,2022-03-28 06:57:16.560393,Resolved,52,0.0,44.97
1471,1,15,12,2021-03-10 00:59:27.560393,Investigating,125,0.0,18.42
1472,2,23,8,2020-09-24 18:12:07.560393,Resolved,115,12.3,179.91
1473,5,20,13,2023-06-17 15:25:34.560393,Resolved,145,38.47,1635.01
1474,3,50,10,2020-11-18 02:39:18.560393,Resolved,135,0.0,26.33
1475,1,20,13,2023-08-28 16:15:59.560393,Resolved,14,0.0,18.75
1476,2,14,1,2023-04-17 06:10:33.560393,Resolved,31,0.0,28.45
1477,1,36,10,2023-07-02 22:49:13.560393,Resolved,52,10.91,258.27
1478,5,11,8,2022-09-08 03:34:35.560393,Resolved,434,0.0,53.17
1479,4,50,9,2024-04-16 11:57:33.560393,Resolved,29,0.0,63.55
1480,2,37,9,2023-04-09 07:47:46.560393,Closed,90,20.32,216.41
1481,2,21,3,2021-10-14 08:33:43.560393,Resolved,79,0.0,20.96
1482,1,19,6,2024-04-29 01:37:43.560393,Resolved,20,16.6,141.03
1483,1,41,8,2020-09-01 14:09:31.560393,Closed,28,0.0,6.4
1484,2,3,9,2020-12-23 21:03:52.560393,Resolved,17,56.66,1457.72
1485,2,5,3,2023-01-27 07:05:46.560393,Investigating,23,0.0,15.9
1486,1,30,7,2021-01-25 10:38:23.560393,Resolved,61,0.0,11.36
1487,3,24,9,2020-10-22 15:29:46.560393,Resolved,70,95.42,1926.76
1488,2,25,1,2022-08-14 23:28:26.560393,Resolved,19,9.15,73.86
1489,1,40,6,2021-10-15 06:45:25.560393,Resolved,26,0.0,10.37
1490,5,15,1,2020-11-30 07:24:01.560393,Resolved,17,22.31,926.32
1491,5,45,6,2021-10-04 11:31:34.560393,Resolved,61,124.59,1335.73
1492,2,26,8,2023-09-24 14:24:59.560393,Resolved,17,0.0,38.85
1493,1,21,14,2021-11-22 23:59:21.560393,Closed,21,0.0,14.15
1494,2,19,14,2024-07-09 05:29:17.560393,Resolved,37,0.0,38.31
1495,3,19,6,2024-12-04 22:51:54.560393,Resolved,7,15.4,347.43
1496,3,17,5,2025-06-11 11:38:55.560393,Resolved,2193,74.74,1976.58
1497,3,1,1,2021-12-19 05:53:55.560393,Resolved,288,0.0,64.15
1498,1,9,1,2022-10-01 08:45:16.560393,Resolved,9,0.0,15.8
1499,3,10,7,2024-05-20 07:54:19.560393,Resolved,119,0.0,22.09
1500,2,13,9,2021-08-31 12:06:49.560393,Closed,82,0.0,43.66
1501,1,33,1,2024-10-28 03:37:59.560393,Closed,30,0.0,9.66
1502,1,39,8,2024-03-22 09:38:49.560393,Resolved,193,0.0,10.5
1503,1,31,1,2022-04-08 17:09:59.560393,Resolved,10,0.0,12.92
1504,1,1,10,2022-08-17 18:57:22.560393,Resolved,43,0.0,9.33
1505,2,17,10,2025-06-28 07:43:05.560393,Investigating,38,0.0,16.6
1506,1,2,6,2024-11-12 07:17:48.560393,Resolved,95,3.43,67.6
1507,5,28,1,2023-12-30 09:06:02.560393,Closed,168,0.0,49.98
1508,1,17,14,2021-09-10 11:11:51.560393,Resolved,56,0.0,20.45
1509,3,40,8,2024-01-18 20:21:25.560393,Resolved,6,0.0,40.07
1510,2,31,9,2022-08-23 18:26:25.560393,Resolved,119,16.15,472.44
1511,5,38,15,2024-12-22 00:13:08.560393,Resolved,20,0.0,84.34
1512,1,37,1,2023-10-20 18:04:43.560393,Closed,22,0.0,21.29
1513,1,4,10,2023-06-08 00:05:10.560393,Closed,13,0.0,19.82
1514,2,19,5,2020-10-29 01:21:19.560393,Resolved,20,0.0,20.91
1515,3,41,2,2023-11-27 17:30:53.560393,Closed,78,12.9,199.59
1516,5,9,6,2021-12-29 04:48:16.560393,Resolved,238,0.0,69.1
1517,5,42,8,2023-07-26 23:36:25.560393,Resolved,21,57.16,428.29
1518,4,25,1,2022-10-30 21:47:15.560393,Resolved,6,0.0,32.74
1519,1,14,6,2022-04-03 19:34:56.560393,Closed,10,0.0,31.79
1520,3,3,8,2021-03-29 12:25:27.560393,Resolved,19,74.72,2944.35
1521,1,2,15,2024-06-18 17:28:21.560393,Investigating,84,0.0,4.29
1522,3,35,6,2024-05-13 14:08:03.560393,Resolved,132,82.46,1732.75
1523,2,8,8,2024-02-26 18:24:44.560393,Resolved,186,0.0,16.81
1524,4,31,15,2024-08-18 03:17:00.560393,Resolved,203,0.0,53.02
1525,1,25,12,2022-03-04 03:40:41.560393,Resolved,8,0.8,59.4
1526,1,24,8,2023-01-26 15:51:51.560393,Resolved,26,19.28,508.95
1527,1,15,13,2024-07-26 09:10:05.560393,Resolved,13,0.0,14.29
1528,2,11,12,2024-05-19 18:26:55.560393,Resolved,205,3.37,182.62
1529,5,39,2,2024-01-17 13:50:39.560393,Resolved,2097,109.26,2883.31
1530,5,7,9,2022-11-22 11:03:10.560393,Resolved,152,9.44,165.2
1531,1,20,13,2021-04-03 17:28:54.560393,Resolved,7,10.04,334.5
1532,1,27,4,2023-07-25 05:06:04.560393,Resolved,47,27.32,1027.74
1533,1,24,10,2024-12-28 18:26:24.560393,Resolved,44,0.0,17.02
1534,3,31,15,2024-04-01 17:34:18.560393,Resolved,1558,0.0,56.27
1535,2,28,4,2023-01-16 04:22:26.560393,Resolved,221,1.69,126.59
1536,3,22,12,2021-11-26 06:34:16.560393,Resolved,100,0.0,28.37
1537,2,27,9,2024-12-13 14:34:34.560393,Resolved,11,43.08,527.09
1538,1,38,3,2023-12-05 21:43:29.560393,Resolved,15,2.87,61.32
1539,2,41,1,2024-12-20 09:11:59.560393,Resolved,60,12.17,173.15
1540,1,5,1,2023-08-23 11:51:42.560393,Closed,18,0.0,22.15
1541,3,24,2,2021-12-29 18:29:33.560393,Closed,535,30.59,703.53
1542,2,35,6,2023-02-19 17:04:30.560393,Resolved,26,42.59,919.99
1543,2,46,13,2022-07-12 18:22:01.560393,Resolved,30,22.24,639.73
1544,2,37,9,2024-01-03 04:20:24.560393,Resolved,26,0.0,33.72
1545,1,17,1,2021-02-08 22:23:56.560393,Resolved,64,0.0,48.51
1546,1,11,14,2022-05-28 04:04:09.560393,Resolved,16,0.0,8.33
1547,3,35,8,2023-04-14 16:36:09.560393,Resolved,161,42.61,696.99
1548,1,2,1,2022-01-30 23:59:15.560393,Resolved,9,0.0,17.81
1549,2,30,8,2022-07-07 01:11:39.560393,Closed,108,11.42,277.36
1550,3,40,1,2023-03-12 05:58:25.560393,Resolved,34,0.0,38.91
1551,4,40,12,2022-05-06 15:46:44.560393,Investigating,150,128.32,8534.53
1552,2,22,12,2023-12-21 21:07:20.560393,Resolved,313,19.78,148.55
1553,1,15,6,2022-04-18 03:48:49.560393,Resolved,45,0.0,7.32
1554,1,30,8,2021-12-20 19:34:37.560393,Closed,163,5.38,149.54
1555,2,16,10,2021-04-23 03:04:40.560393,Closed,736,0.0,19.0
1556,2,12,10,2023-02-03 15:14:51.560393,Resolved,43,10.55,407.6
1557,1,27,2,2024-02-02 23:33:32.560393,Resolved,43,8.38,103.69
1558,5,20,4,2023-07-01 14:22:42.560393,Resolved,58,78.68,1518.83
1559,2,23,11,2023-02-10 00:27:01.560393,Resolved,363,12.25,489.67
1560,1,31,9,2023-02-10 23:37:32.560393,Resolved,31,0.0,31.43
1561,3,24,9,2025-01-10 16:02:21.560393,Resolved,146,0.0,46.74
1562,2,17,8,2024-11-03 13:31:01.560393,Resolved,160,3.42,30.55
1563,2,11,1,2020-10-29 06:22:04.560393,Closed,28,7.09,91.13
1564,2,6,2,2021-05-27 09:33:44.560393,Resolved,27,111.37,1160.85
1565,5,1,9,2023-01-05 18:22:59.560393,Resolved,461,7.23,167.27
1566,3,17,9,2024-11-30 22:04:36.560393,Resolved,19,69.22,3636.71
1567,2,45,9,2022-02-15 09:59:05.560393,Resolved,850,0.0,39.21
1568,2,9,8,2023-11-21 03:39:51.560393,Resolved,29,0.0,100.97
1569,3,42,6,2020-10-09 04:22:41.560393,Resolved,141,0.0,19.23
1570,1,11,4,2021-11-18 22:30:41.560393,Resolved,32,0.0,23.68
1571,1,2,13,2022-06-05 19:47:05.560393,Closed,71,0.0,6.4
1572,1,4,11,2022-01-24 13:57:10.560393,Investigating,45,0.0,17.46
1573,1,6,5,2024-06-25 16:48:20.560393,Resolved,114,22.99,576.71
1574,2,47,9,2024-04-15 17:56:18.560393,Closed,85,0.0,25.19
1575,2,7,5,2024-12-13 23:15:54.560393,Investigating,92,5.28,102.81
1576,2,11,8,2022-03-14 14:40:26.560393,Closed,29,0.0,25.15
1577,1,17,1,2021-02-10 03:56:04.560393,Resolved,36,0.0,15.28
1578,4,8,14,2020-10-03 23:29:40.560393,Resolved,206,102.91,3662.94
1579,1,32,8,2024-02-26 07:55:38.560393,Resolved,12,0.0,16.65
1580,5,30,1,2021-02-26 08:09:14.560393,Closed,15,0.0,33.92
1581,2,35,5,2025-03-15 03:42:33.560393,Resolved,271,0.0,25.5
1582,5,31,11,2022-05-18 22:48:16.560393,Resolved,206,66.95,1054.13
1583,2,29,7,2025-01-01 00:15:57.560393,Resolved,38,0.0,26.02
1584,1,22,13,2023-03-05 23:54:58.560393,Resolved,24,10.25,377.94
1585,2,34,1,2022-04-08 14:02:12.560393,Resolved,51,63.45,892.38
1586,4,15,3,2021-07-22 04:13:55.560393,Resolved,255,0.0,57.11
1587,2,8,9,2023-07-06 18:23:18.560393,Resolved,39,27.07,232.75
1588,2,11,10,2025-05-08 04:30:58.560393,Resolved,7,0.0,15.57
1589,2,35,1,2021-01-16 17:24:10.560393,Resolved,145,0.0,57.44
1590,2,41,10,2024-03-25 12:29:36.560393,Resolved,48,11.06,633.17
1591,1,23,6,2020-10-22 02:41:13.560393,Resolved,50,0.0,8.12
1592,1,18,13,2025-01-17 03:37:42.560393,Resolved,150,15.71,288.56
1593,1,17,15,2025-04-16 10:14:21.560393,Resolved,80,0.0,11.89
1594,1,31,6,2024-11-17 03:20:15.560393,Investigating,113,0.0,25.22
1595,3,37,9,2021-09-28 04:17:51.560393,Resolved,579,55.91,1622.85
1596,2,35,8,2023-05-30 04:45:30.560393,Closed,82,25.87,437.53
1597,3,16,1,2020-11-05 04:44:22.560393,Resolved,18,28.74,681.12
1598,2,24,2,2024-04-10 00:08:24.560393,Resolved,69,47.3,1653.22
1599,2,2,4,2022-11-28 06:37:10.560393,Closed,27,15.32,218.28
1600,5,25,5,2022-12-12 10:16:56.560393,Resolved,186,0.0,20.54
1601,3,12,11,2023-09-05 16:10:22.560393,Investigating,197,16.72,476.58
1602,3,5,6,2023-05-09 20:22:35.560393,Closed,14,18.66,662.95
1603,1,22,6,2024-01-26 13:08:23.560393,Resolved,5,0.0,19.57
1604,3,14,2,2023-07-08 21:59:34.560393,Closed,37,8.0,94.29
1605,2,36,6,2023-04-17 07:10:18.560393,Closed,48,15.3,341.91
1606,1,36,6,2020-11-02 05:40:24.560393,Resolved,90,34.28,721.63
1607,2,22,15,2024-11-09 18:30:36.560393,Resolved,14,0.0,31.86
1608,1,37,1,2021-06-14 06:06:28.560393,Resolved,22,0.0,46.01
1609,1,45,7,2022-01-22 00:45:56.560393,Closed,13,0.0,20.08
1610,2,46,7,2025-05-25 18:13:40.560393,Resolved,115,44.05,519.75
1611,1,27,8,2021-03-31 10:55:31.560393,Resolved,65,44.33,483.32
1612,2,37,1,2021-08-09 11:29:25.560393,Resolved,20,9.51,151.07
1613,2,50,3,2022-02-21 08:46:12.560393,Resolved,150,22.89,677.39
1614,1,29,6,2022-02-24 09:08:51.560393,Resolved,56,16.58,227.89
1615,1,10,1,2023-02-05 10:21:28.560393,Resolved,36,0.17,13.64
1616,1,20,12,2020-12-23 12:59:42.560393,Resolved,26,0.0,36.11
1617,2,16,3,2021-02-25 22:35:26.560393,Closed,64,2.4,51.7
1618,2,31,4,2023-11-26 03:49:39.560393,Resolved,36,44.76,1539.45
1619,1,41,3,2021-11-09 22:01:40.560393,Resolved,9,0.0,10.1
1620,1,10,8,2024-04-03 21:51:49.560393,Closed,51,0.0,16.32
1621,2,10,15,2023-09-01 20:49:14.560393,Resolved,28,0.0,28.19
1622,3,36,3,2023-08-08 15:12:59.560393,Closed,2797,108.75,1831.77
1623,1,33,9,2023-12-20 13:14:20.560393,Resolved,63,0.0,9.82
1624,1,29,11,2024-02-08 21:17:33.560393,Resolved,19,17.58,345.68
